               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 144,            0.020754,           0.0060828,          0.00087331,             0.98286,             0.37764,             0.41998,             0.34177,            0.026418,           0.0070194,            0.016835,           0.0085843,           0.0085843,           0.0085843
                 145,             0.02088,           0.0059922,          0.00074006,             0.98337,             0.37709,             0.42006,             0.34186,            0.026401,           0.0070181,            0.016834,           0.0085744,           0.0085744,           0.0085744
                 146,            0.021052,            0.006124,          0.00099599,             0.98319,             0.37699,             0.41994,             0.34192,            0.026381,           0.0070179,            0.016831,           0.0085645,           0.0085645,           0.0085645
                 147,             0.02201,           0.0062981,           0.0010291,             0.98405,             0.37697,             0.41997,             0.34263,             0.02637,           0.0070175,            0.016832,           0.0085546,           0.0085546,           0.0085546
                 148,            0.021792,           0.0064212,          0.00093611,             0.98314,             0.37758,             0.42016,             0.34298,            0.026372,           0.0070122,            0.016827,           0.0085447,           0.0085447,           0.0085447
                 149,            0.021489,           0.0063646,          0.00092753,             0.98467,             0.37675,             0.42012,             0.34309,            0.026375,           0.0070062,            0.016814,           0.0085348,           0.0085348,           0.0085348
                 150,            0.021474,           0.0065302,           0.0011366,             0.98475,             0.37692,             0.42015,             0.34338,            0.026368,           0.0070039,            0.016806,           0.0085249,           0.0085249,           0.0085249
                 151,            0.020872,           0.0060376,          0.00083872,             0.98519,             0.37688,             0.41992,             0.34332,            0.026365,           0.0070015,            0.016795,            0.008515,            0.008515,            0.008515
                 152,            0.020735,           0.0060573,          0.00079292,             0.98535,             0.37699,             0.41988,              0.3434,             0.02637,           0.0069999,             0.01678,           0.0085051,           0.0085051,           0.0085051
                 153,            0.020709,            0.005978,           0.0010462,             0.98537,             0.37715,             0.41992,             0.34375,            0.026373,           0.0070006,            0.016752,           0.0084952,           0.0084952,           0.0084952
                 154,            0.020558,           0.0061009,          0.00087142,             0.98602,             0.37654,             0.41987,             0.34338,            0.026381,           0.0069987,            0.016733,           0.0084853,           0.0084853,           0.0084853
                 155,            0.020797,           0.0060957,           0.0010339,             0.98664,             0.37755,             0.42079,             0.34447,            0.026394,           0.0069958,            0.016705,           0.0084754,           0.0084754,           0.0084754
                 156,            0.020464,             0.00598,          0.00084043,             0.98622,             0.37795,             0.42071,             0.34467,            0.026398,           0.0069922,            0.016681,           0.0084655,           0.0084655,           0.0084655
                 157,            0.020703,            0.006001,          0.00086146,             0.98641,             0.37799,              0.4206,             0.34466,            0.026395,           0.0069934,            0.016663,           0.0084556,           0.0084556,           0.0084556
                 158,            0.020975,           0.0061063,          0.00097592,             0.98659,             0.37817,             0.42047,             0.34514,            0.026392,           0.0069931,            0.016655,           0.0084457,           0.0084457,           0.0084457
                 159,            0.021394,           0.0062662,          0.00074975,             0.98476,             0.37878,             0.42062,              0.3454,            0.026377,           0.0069979,            0.016659,           0.0084358,           0.0084358,           0.0084358
                 160,            0.020492,           0.0059715,          0.00088524,             0.98599,             0.37772,             0.42059,             0.34554,            0.026379,           0.0069966,            0.016653,           0.0084259,           0.0084259,           0.0084259
                 161,            0.020985,           0.0062813,           0.0010196,             0.98388,             0.37854,             0.42094,             0.34607,            0.026372,           0.0069986,            0.016663,            0.008416,            0.008416,            0.008416
                 162,            0.020644,           0.0062361,          0.00089666,             0.98071,             0.37974,             0.42111,             0.34623,            0.026364,           0.0069991,            0.016682,           0.0084061,           0.0084061,           0.0084061
                 163,            0.020166,           0.0060067,          0.00082443,             0.96106,              0.3928,             0.42069,             0.34626,            0.026352,           0.0070036,            0.016684,           0.0083962,           0.0083962,           0.0083962
                 164,            0.020371,            0.005949,          0.00077803,             0.97216,             0.38462,             0.42103,             0.34692,            0.026338,           0.0070094,            0.016691,           0.0083863,           0.0083863,           0.0083863
                 165,            0.021305,           0.0062982,           0.0011802,             0.97108,             0.38532,             0.42104,             0.34704,            0.026308,           0.0070154,            0.016705,           0.0083764,           0.0083764,           0.0083764
                 166,            0.020969,           0.0060922,          0.00097654,             0.96427,             0.39006,             0.42088,               0.347,            0.026287,            0.007019,            0.016708,           0.0083665,           0.0083665,           0.0083665
                 167,            0.021513,           0.0062954,           0.0011653,             0.96482,              0.3898,             0.42062,             0.34681,            0.026278,           0.0070203,            0.016701,           0.0083566,           0.0083566,           0.0083566
                 168,            0.021311,           0.0063603,          0.00099542,             0.96395,             0.39056,             0.42101,             0.34708,            0.026266,           0.0070199,            0.016697,           0.0083467,           0.0083467,           0.0083467
                 169,            0.020769,           0.0061885,          0.00073079,             0.96369,             0.39019,             0.42048,             0.34669,            0.026256,           0.0070208,            0.016701,           0.0083368,           0.0083368,           0.0083368
                 170,            0.020142,           0.0059636,          0.00077053,             0.96377,             0.39007,             0.42027,             0.34718,            0.026245,           0.0070223,            0.016703,           0.0083269,           0.0083269,           0.0083269
                 171,            0.021342,           0.0063376,            0.001019,             0.96343,             0.39004,             0.41993,             0.34695,             0.02623,           0.0070236,            0.016692,            0.008317,            0.008317,            0.008317
                 172,            0.020905,           0.0063091,          0.00096516,             0.96325,             0.38962,             0.41944,             0.34648,            0.026209,           0.0070282,            0.016669,           0.0083071,           0.0083071,           0.0083071
                 173,            0.021179,           0.0063628,            0.001097,             0.96518,             0.38846,             0.41968,             0.34703,            0.026191,           0.0070304,            0.016659,           0.0082972,           0.0082972,           0.0082972
                 174,             0.02099,           0.0062368,           0.0010507,             0.96523,             0.38802,             0.41947,             0.34677,            0.026178,            0.007031,             0.01665,           0.0082873,           0.0082873,           0.0082873
                 175,             0.02131,           0.0064127,           0.0011244,             0.96353,             0.38925,             0.41923,             0.34675,            0.026152,            0.007032,            0.016667,           0.0082774,           0.0082774,           0.0082774
                 176,            0.021142,           0.0062852,          0.00092297,             0.96268,             0.38981,             0.41944,             0.34672,            0.026142,           0.0070292,            0.016693,           0.0082675,           0.0082675,           0.0082675
                 177,            0.020709,           0.0060019,          0.00096505,             0.96319,             0.38866,             0.41834,             0.34616,            0.026132,           0.0070285,            0.016699,           0.0082576,           0.0082576,           0.0082576
                 178,            0.020588,           0.0060625,          0.00094339,             0.96303,             0.38809,             0.41804,             0.34625,            0.026126,           0.0070259,            0.016715,           0.0082477,           0.0082477,           0.0082477
                 179,            0.020437,           0.0059632,           0.0008242,               0.964,             0.38725,             0.41803,             0.34676,            0.026115,           0.0070259,            0.016728,           0.0082378,           0.0082378,           0.0082378
                 180,            0.020313,           0.0059576,          0.00090368,             0.96416,             0.38715,              0.4178,             0.34647,              0.0261,           0.0070237,             0.01674,           0.0082279,           0.0082279,           0.0082279
                 181,            0.020072,           0.0058405,          0.00082514,             0.96482,             0.38723,             0.41817,             0.34676,            0.026098,           0.0070177,            0.016755,            0.008218,            0.008218,            0.008218
                 182,            0.020513,           0.0061081,          0.00083945,             0.96482,             0.38812,             0.41824,             0.34717,            0.026087,           0.0070154,            0.016769,           0.0082081,           0.0082081,           0.0082081
                 183,            0.020396,           0.0060786,           0.0010088,             0.96624,             0.38762,             0.41842,             0.34733,            0.026074,           0.0070184,            0.016786,           0.0081982,           0.0081982,           0.0081982
                 184,            0.019747,           0.0058164,           0.0007713,             0.96619,             0.38827,              0.4184,              0.3477,            0.026059,           0.0070199,            0.016784,           0.0081883,           0.0081883,           0.0081883
                 185,             0.01987,           0.0058117,          0.00073321,             0.96563,             0.39015,             0.41997,             0.34929,            0.026043,           0.0070206,            0.016775,           0.0081784,           0.0081784,           0.0081784
                 186,            0.021545,           0.0064663,           0.0010332,             0.96498,             0.38986,              0.4198,             0.34902,            0.026033,           0.0070203,            0.016781,           0.0081685,           0.0081685,           0.0081685
                 187,            0.021181,           0.0064545,           0.0010158,             0.96436,             0.38971,             0.41964,             0.34913,            0.026012,           0.0070201,            0.016801,           0.0081586,           0.0081586,           0.0081586
                 188,             0.02074,           0.0062307,          0.00098393,             0.96428,              0.3894,              0.4194,              0.3495,            0.025992,           0.0070232,            0.016804,           0.0081487,           0.0081487,           0.0081487
                 189,            0.020436,           0.0061437,          0.00088662,             0.96506,             0.38865,              0.4193,             0.34969,            0.025979,           0.0070228,            0.016796,           0.0081388,           0.0081388,           0.0081388
                 190,             0.02061,            0.006006,           0.0010507,             0.96533,              0.3891,             0.41999,             0.35054,            0.025967,           0.0070213,            0.016775,           0.0081289,           0.0081289,           0.0081289
                 191,            0.019919,            0.006044,          0.00090404,             0.96627,             0.38847,             0.41989,             0.35085,            0.025945,           0.0070243,            0.016761,            0.008119,            0.008119,            0.008119
                 192,            0.020088,           0.0059492,          0.00084105,             0.96608,             0.38913,             0.41983,             0.35083,            0.025925,           0.0070255,            0.016754,           0.0081091,           0.0081091,           0.0081091
                 193,            0.019584,            0.005997,          0.00090763,             0.96576,             0.38985,              0.4198,             0.35103,            0.025922,           0.0070213,            0.016748,           0.0080992,           0.0080992,           0.0080992
                 194,            0.019512,           0.0057981,          0.00073044,             0.96624,              0.3902,              0.4201,             0.35141,             0.02592,           0.0070216,            0.016734,           0.0080893,           0.0080893,           0.0080893
                 195,            0.019581,           0.0056683,          0.00076289,             0.96587,             0.39152,             0.42127,             0.35263,            0.025916,           0.0070218,            0.016729,           0.0080794,           0.0080794,           0.0080794
                 196,            0.020065,            0.005996,          0.00084149,             0.96696,             0.39078,             0.42115,             0.35259,            0.025905,           0.0070248,            0.016739,           0.0080695,           0.0080695,           0.0080695
                 197,             0.01976,           0.0058324,          0.00088858,             0.96478,             0.39178,             0.42115,             0.35245,            0.025898,           0.0070284,            0.016741,           0.0080596,           0.0080596,           0.0080596
                 198,             0.02027,           0.0060768,           0.0009519,             0.97602,             0.38324,             0.42005,             0.35175,            0.025895,            0.007025,            0.016736,           0.0080497,           0.0080497,           0.0080497
                 199,            0.019151,           0.0057149,          0.00069087,             0.97601,             0.38225,             0.41942,             0.35149,            0.025888,           0.0070254,            0.016744,           0.0080398,           0.0080398,           0.0080398
                 200,            0.020094,           0.0060427,          0.00084733,             0.97595,             0.38214,             0.41937,             0.35157,            0.025887,           0.0070261,            0.016743,           0.0080299,           0.0080299,           0.0080299
                 201,            0.019251,           0.0057711,          0.00076762,             0.97561,             0.38279,             0.41987,             0.35189,            0.025885,           0.0070274,            0.016733,             0.00802,             0.00802,             0.00802
                 202,            0.019237,           0.0056874,          0.00079767,             0.97649,             0.38201,             0.41972,             0.35168,            0.025876,            0.007028,            0.016728,           0.0080101,           0.0080101,           0.0080101
                 203,            0.019704,           0.0059259,           0.0011371,             0.97621,              0.3828,             0.42003,              0.3522,            0.025874,           0.0070259,            0.016717,           0.0080002,           0.0080002,           0.0080002
                 204,            0.019412,           0.0057995,          0.00082418,             0.97632,             0.38192,             0.41927,             0.35157,            0.025873,           0.0070274,            0.016699,           0.0079903,           0.0079903,           0.0079903
                 205,             0.01897,            0.005731,          0.00074281,             0.97476,             0.38371,             0.42024,             0.35226,            0.025878,           0.0070278,            0.016693,           0.0079804,           0.0079804,           0.0079804
                 206,            0.019295,           0.0058113,          0.00096781,             0.97518,              0.3831,             0.41995,               0.352,             0.02588,           0.0070241,            0.016692,           0.0079705,           0.0079705,           0.0079705
                 207,            0.019159,           0.0057929,          0.00084131,             0.96676,             0.38841,             0.41942,             0.35128,            0.025891,           0.0070195,            0.016683,           0.0079606,           0.0079606,           0.0079606
                 208,            0.019211,           0.0058254,          0.00077475,             0.97329,             0.38459,             0.42008,             0.35199,            0.025906,           0.0070116,            0.016683,           0.0079507,           0.0079507,           0.0079507
                 209,            0.019211,           0.0057863,          0.00086971,             0.97254,             0.38525,             0.42028,             0.35245,            0.025915,           0.0070102,            0.016685,           0.0079408,           0.0079408,           0.0079408
                 210,             0.01941,           0.0058731,          0.00080928,             0.97336,             0.38553,             0.42058,             0.35295,             0.02592,            0.007005,            0.016688,           0.0079309,           0.0079309,           0.0079309
                 211,            0.019498,           0.0058747,          0.00087862,              0.9569,             0.39764,             0.42059,             0.35341,            0.025916,           0.0070014,            0.016698,            0.007921,            0.007921,            0.007921
                 212,            0.019694,           0.0058311,          0.00091546,             0.95696,             0.39948,             0.42235,             0.35505,            0.025912,           0.0069983,            0.016694,           0.0079111,           0.0079111,           0.0079111
                 213,            0.020939,           0.0061349,           0.0010594,             0.96055,             0.39807,             0.42381,             0.35702,            0.025922,           0.0069916,            0.016686,           0.0079012,           0.0079012,           0.0079012
                 214,            0.019963,           0.0058526,          0.00090734,             0.96478,             0.39455,             0.42371,             0.35658,            0.025931,           0.0069892,            0.016679,           0.0078913,           0.0078913,           0.0078913
                 215,            0.019403,           0.0057495,           0.0007258,             0.96362,             0.39571,             0.42371,              0.3568,            0.025944,           0.0069851,            0.016666,           0.0078814,           0.0078814,           0.0078814
                 216,            0.019591,           0.0058131,          0.00085434,             0.96324,             0.39625,             0.42374,             0.35702,            0.025947,           0.0069843,            0.016657,           0.0078715,           0.0078715,           0.0078715
                 217,            0.020755,           0.0062753,           0.0011857,             0.96492,              0.3954,             0.42403,             0.35735,            0.025946,           0.0069827,            0.016647,           0.0078616,           0.0078616,           0.0078616
                 218,             0.01978,           0.0058234,          0.00086563,             0.96454,             0.39609,             0.42447,             0.35748,            0.025938,           0.0069814,            0.016624,           0.0078517,           0.0078517,           0.0078517
                 219,              0.0193,           0.0057274,          0.00069304,             0.96412,             0.39702,             0.42469,             0.35808,            0.025943,           0.0069787,            0.016597,           0.0078418,           0.0078418,           0.0078418
                 220,             0.01939,           0.0058322,          0.00090949,             0.96293,             0.39725,             0.42364,             0.35728,            0.025944,           0.0069751,            0.016574,           0.0078319,           0.0078319,           0.0078319
                 221,            0.019771,           0.0058596,          0.00098193,              0.9564,             0.40271,             0.42409,             0.35754,            0.025944,           0.0069733,            0.016545,            0.007822,            0.007822,            0.007822
                 222,            0.020129,           0.0060735,          0.00091257,             0.96361,             0.39806,              0.4245,             0.35822,            0.025953,           0.0069682,            0.016534,           0.0078121,           0.0078121,           0.0078121
                 223,             0.01956,           0.0059469,          0.00082201,             0.95635,             0.40386,              0.4251,             0.35888,            0.025951,           0.0069662,             0.01652,           0.0078022,           0.0078022,           0.0078022
                 224,            0.019715,           0.0057765,          0.00078101,             0.95548,              0.4034,             0.42357,             0.35716,            0.025946,           0.0069638,            0.016494,           0.0077923,           0.0077923,           0.0077923
                 225,            0.019752,           0.0058908,           0.0009059,             0.95593,             0.40296,             0.42358,              0.3572,            0.025936,           0.0069643,            0.016481,           0.0077824,           0.0077824,           0.0077824
                 226,            0.021965,           0.0066047,           0.0012614,             0.95603,             0.40312,             0.42361,             0.35735,            0.025936,           0.0069607,            0.016487,           0.0077725,           0.0077725,           0.0077725
                 227,            0.020373,            0.006015,          0.00095296,             0.95589,             0.40469,             0.42518,             0.35864,            0.025933,           0.0069623,            0.016484,           0.0077626,           0.0077626,           0.0077626
                 228,            0.020194,           0.0061376,          0.00099473,              0.9563,             0.40467,             0.42542,              0.3592,            0.025938,           0.0069586,            0.016499,           0.0077527,           0.0077527,           0.0077527
                 229,            0.019929,           0.0059551,          0.00098749,             0.95655,             0.40492,             0.42577,             0.35965,            0.025939,           0.0069564,            0.016502,           0.0077428,           0.0077428,           0.0077428
                 230,            0.020937,           0.0063206,           0.0011807,             0.95746,             0.40473,             0.42581,             0.36008,            0.025957,           0.0069548,            0.016483,           0.0077329,           0.0077329,           0.0077329
                 231,            0.019146,           0.0058128,          0.00082054,             0.95757,             0.40545,             0.42573,             0.36028,            0.025971,           0.0069561,            0.016468,            0.007723,            0.007723,            0.007723
                 232,            0.018962,           0.0056824,          0.00089875,             0.95815,              0.4059,             0.42622,             0.36093,            0.025973,           0.0069563,            0.016449,           0.0077131,           0.0077131,           0.0077131
                 233,            0.018733,           0.0057354,          0.00075499,             0.95796,             0.40559,             0.42593,             0.36109,            0.025981,           0.0069569,            0.016441,           0.0077032,           0.0077032,           0.0077032
                 234,            0.018484,           0.0055877,          0.00070724,             0.95756,             0.40786,             0.42849,             0.36328,            0.025986,           0.0069585,            0.016433,           0.0076933,           0.0076933,           0.0076933
                 235,            0.019338,            0.005845,          0.00089591,             0.95699,             0.40859,             0.42856,             0.36342,             0.02599,            0.006957,            0.016415,           0.0076834,           0.0076834,           0.0076834
                 236,            0.019396,           0.0056636,           0.0009632,             0.95778,             0.40874,             0.42898,              0.3642,            0.025996,           0.0069522,            0.016391,           0.0076735,           0.0076735,           0.0076735
                 237,            0.019556,           0.0059048,           0.0011014,             0.95704,             0.40939,             0.42912,             0.36461,            0.025989,           0.0069502,            0.016384,           0.0076636,           0.0076636,           0.0076636
                 238,              0.0196,           0.0057966,          0.00080782,             0.95714,             0.40903,             0.42865,             0.36421,            0.025987,           0.0069491,            0.016379,           0.0076537,           0.0076537,           0.0076537
                 239,            0.018838,           0.0057429,          0.00073406,             0.96031,             0.40676,             0.42864,             0.36418,            0.025987,           0.0069479,            0.016383,           0.0076438,           0.0076438,           0.0076438
                 240,            0.018597,            0.005438,           0.0006681,             0.96713,             0.40176,             0.42899,             0.36461,            0.025981,           0.0069457,            0.016383,           0.0076339,           0.0076339,           0.0076339
                 241,            0.018468,           0.0055187,          0.00069602,             0.96769,             0.40074,             0.42839,             0.36384,            0.025975,           0.0069459,            0.016405,            0.007624,            0.007624,            0.007624
                 242,            0.018379,            0.005639,          0.00072974,             0.97084,             0.40025,             0.42945,             0.36529,            0.025969,           0.0069488,            0.016403,           0.0076141,           0.0076141,           0.0076141
                 243,            0.018422,           0.0055509,          0.00067274,             0.96919,             0.40209,             0.42946,             0.36539,            0.025974,           0.0069455,            0.016395,           0.0076042,           0.0076042,           0.0076042
                 244,             0.01817,           0.0053315,          0.00068531,             0.96782,             0.40395,             0.42957,             0.36545,            0.025971,           0.0069451,            0.016392,           0.0075943,           0.0075943,           0.0075943
                 245,            0.018038,           0.0054443,          0.00058796,             0.96805,             0.40373,             0.42936,             0.36548,             0.02597,           0.0069448,            0.016391,           0.0075844,           0.0075844,           0.0075844
                 246,            0.018075,            0.005506,          0.00070254,             0.96754,             0.40492,             0.43032,             0.36622,            0.025977,           0.0069429,            0.016384,           0.0075745,           0.0075745,           0.0075745
                 247,            0.018187,           0.0054538,          0.00076201,             0.96857,             0.40383,             0.42955,             0.36587,             0.02598,           0.0069413,            0.016382,           0.0075646,           0.0075646,           0.0075646
                 248,            0.018293,           0.0053987,          0.00075938,             0.96857,             0.40526,             0.43083,             0.36726,            0.025985,           0.0069396,             0.01637,           0.0075547,           0.0075547,           0.0075547
                 249,            0.018197,           0.0054961,          0.00085407,             0.96895,             0.40552,             0.43075,              0.3669,            0.025994,           0.0069359,            0.016348,           0.0075448,           0.0075448,           0.0075448
                 250,            0.018415,           0.0054785,          0.00064025,             0.96728,             0.40648,             0.43091,             0.36716,            0.025995,           0.0069362,             0.01633,           0.0075349,           0.0075349,           0.0075349
                 251,            0.018099,           0.0054103,          0.00063563,             0.96853,             0.40555,             0.43133,             0.36742,            0.025995,           0.0069365,            0.016311,            0.007525,            0.007525,            0.007525
                 252,            0.017925,           0.0054667,          0.00072054,             0.96577,             0.40774,             0.43104,             0.36762,               0.026,           0.0069334,            0.016291,           0.0075151,           0.0075151,           0.0075151
                 253,            0.017754,           0.0055373,          0.00060381,             0.96707,             0.40647,             0.43072,             0.36726,            0.026006,           0.0069302,            0.016278,           0.0075052,           0.0075052,           0.0075052
                 254,            0.017895,           0.0054718,          0.00070735,             0.96718,              0.4064,             0.43078,             0.36732,            0.026004,           0.0069255,            0.016274,           0.0074953,           0.0074953,           0.0074953
                 255,             0.01779,           0.0053705,          0.00071393,             0.97106,             0.40384,             0.43063,             0.36741,            0.026005,           0.0069233,             0.01627,           0.0074854,           0.0074854,           0.0074854
                 256,            0.018138,           0.0055171,          0.00068743,             0.97146,             0.40532,             0.43216,             0.36892,            0.026015,           0.0069208,            0.016264,           0.0074755,           0.0074755,           0.0074755
                 257,            0.018471,           0.0056639,          0.00081888,             0.97172,             0.40358,             0.43041,             0.36765,            0.026019,           0.0069181,            0.016266,           0.0074656,           0.0074656,           0.0074656
                 258,            0.018186,           0.0056707,          0.00066165,             0.97166,             0.40375,             0.43053,             0.36777,            0.026024,           0.0069139,            0.016263,           0.0074557,           0.0074557,           0.0074557
                 259,             0.01782,           0.0056139,          0.00065386,             0.97196,             0.40434,             0.43147,              0.3685,             0.02602,           0.0069117,            0.016256,           0.0074458,           0.0074458,           0.0074458
                 260,            0.017918,           0.0054073,          0.00074973,             0.97212,              0.4053,              0.4321,             0.36949,            0.026025,           0.0069052,            0.016263,           0.0074359,           0.0074359,           0.0074359
                 261,            0.017692,           0.0052952,          0.00062386,             0.97218,             0.40546,             0.43241,             0.36959,            0.026022,           0.0069011,            0.016274,            0.007426,            0.007426,            0.007426
                 262,            0.017631,            0.005358,          0.00069998,             0.96693,             0.40992,             0.43261,             0.36996,            0.026032,           0.0068939,             0.01628,           0.0074161,           0.0074161,           0.0074161
                 263,            0.018007,           0.0054944,          0.00069417,             0.96691,              0.4102,             0.43253,             0.37003,            0.026036,           0.0068854,            0.016295,           0.0074062,           0.0074062,           0.0074062
                 264,            0.017747,           0.0054084,          0.00068372,             0.97334,             0.40455,             0.43201,             0.36901,            0.026033,           0.0068823,            0.016294,           0.0073963,           0.0073963,           0.0073963
                 265,            0.017576,           0.0053348,          0.00061523,             0.97329,             0.40437,             0.43126,             0.36867,            0.026028,           0.0068779,            0.016303,           0.0073864,           0.0073864,           0.0073864
                 266,            0.021541,           0.0066462,           0.0017437,             0.97279,             0.40454,             0.43133,             0.36882,             0.02602,           0.0068671,            0.016328,           0.0073765,           0.0073765,           0.0073765
                 267,            0.020018,           0.0059235,          0.00090604,             0.97287,              0.4035,               0.431,              0.3682,            0.026021,           0.0068563,            0.016348,           0.0073666,           0.0073666,           0.0073666
                 268,            0.019045,           0.0057928,          0.00083362,             0.97166,             0.40496,             0.43097,             0.36835,            0.026027,           0.0068497,            0.016354,           0.0073567,           0.0073567,           0.0073567
                 269,            0.019047,           0.0057304,          0.00081095,             0.97188,             0.40423,             0.43015,             0.36769,            0.026031,           0.0068447,            0.016366,           0.0073468,           0.0073468,           0.0073468
                 270,            0.018233,           0.0054452,          0.00077247,             0.96869,             0.40779,             0.43142,             0.36881,            0.026037,           0.0068404,            0.016361,           0.0073369,           0.0073369,           0.0073369
                 271,            0.017901,           0.0054781,          0.00066866,             0.97521,             0.40173,             0.42995,             0.36774,            0.026037,           0.0068379,            0.016359,            0.007327,            0.007327,            0.007327
                 272,            0.017673,           0.0054107,          0.00063182,             0.97592,             0.40179,             0.43017,               0.368,            0.026033,           0.0068358,            0.016359,           0.0073171,           0.0073171,           0.0073171
                 273,            0.017461,           0.0053436,          0.00063611,             0.97633,              0.4022,             0.43057,             0.36882,            0.026029,           0.0068345,            0.016357,           0.0073072,           0.0073072,           0.0073072
                 274,            0.018076,           0.0054889,          0.00084675,             0.97367,             0.40385,             0.42981,             0.36787,             0.02602,           0.0068349,            0.016357,           0.0072973,           0.0072973,           0.0072973
                 275,            0.018513,           0.0056716,          0.00078375,             0.97333,             0.40385,             0.42963,             0.36787,            0.026018,           0.0068355,            0.016352,           0.0072874,           0.0072874,           0.0072874
                 276,            0.018477,           0.0056145,          0.00073929,             0.97665,              0.4014,             0.42954,             0.36804,             0.02601,           0.0068354,            0.016361,           0.0072775,           0.0072775,           0.0072775
                 277,            0.018501,           0.0056889,          0.00089187,              0.9766,             0.40181,             0.42991,             0.36841,            0.026007,           0.0068338,            0.016371,           0.0072676,           0.0072676,           0.0072676
                 278,            0.018073,           0.0054391,          0.00080214,             0.97626,              0.4026,             0.43102,             0.36909,            0.026006,           0.0068324,            0.016373,           0.0072577,           0.0072577,           0.0072577
                 279,             0.01838,           0.0055418,          0.00090095,             0.97711,             0.40134,             0.43029,             0.36902,            0.026003,           0.0068311,            0.016384,           0.0072478,           0.0072478,           0.0072478
                 280,            0.018079,           0.0055206,          0.00081693,             0.97524,             0.40227,             0.42981,             0.36868,            0.026004,            0.006828,            0.016403,           0.0072379,           0.0072379,           0.0072379
                 281,             0.01784,           0.0055295,          0.00070031,             0.97532,             0.40177,             0.42937,             0.36845,            0.026007,           0.0068289,            0.016399,            0.007228,            0.007228,            0.007228
                 282,            0.017698,           0.0054209,          0.00065521,             0.97511,             0.40255,             0.43034,             0.36937,            0.026011,           0.0068276,            0.016393,           0.0072181,           0.0072181,           0.0072181
                 283,            0.018279,           0.0054736,          0.00085219,              0.9754,             0.40299,             0.43061,             0.36994,            0.026018,           0.0068278,            0.016378,           0.0072082,           0.0072082,           0.0072082
                 284,            0.018284,           0.0056005,          0.00083782,             0.97775,             0.40274,             0.43221,             0.37169,            0.026025,           0.0068179,            0.016409,           0.0071983,           0.0071983,           0.0071983
                 285,            0.017859,            0.005385,          0.00068666,             0.97684,             0.40485,             0.43304,             0.37306,            0.026033,           0.0068079,            0.016458,           0.0071884,           0.0071884,           0.0071884
                 286,            0.018001,           0.0054255,          0.00091845,             0.97751,             0.40465,             0.43311,             0.37368,            0.026032,           0.0068018,            0.016503,           0.0071785,           0.0071785,           0.0071785
                 287,            0.017831,           0.0053593,          0.00077056,              0.9758,              0.4061,             0.43354,             0.37401,            0.026032,           0.0067971,            0.016548,           0.0071686,           0.0071686,           0.0071686
                 288,            0.017685,           0.0053865,          0.00071857,              0.9757,             0.40652,             0.43419,             0.37486,            0.026027,           0.0067926,            0.016594,           0.0071587,           0.0071587,           0.0071587
                 289,            0.017784,           0.0054112,          0.00087531,             0.97367,             0.40798,             0.43371,             0.37465,            0.026025,           0.0067889,            0.016626,           0.0071488,           0.0071488,           0.0071488
                 290,            0.018308,           0.0057077,            0.001143,             0.97335,             0.40882,             0.43431,             0.37508,            0.026009,           0.0067896,            0.016609,           0.0071389,           0.0071389,           0.0071389
                 291,            0.017875,           0.0055443,          0.00076491,             0.97341,             0.40839,             0.43415,             0.37542,            0.025999,            0.006787,            0.016602,            0.007129,            0.007129,            0.007129
                 292,            0.017671,           0.0054746,          0.00082851,             0.97454,             0.40572,             0.43208,             0.37388,               0.026,           0.0067829,            0.016597,           0.0071191,           0.0071191,           0.0071191
                 293,            0.017945,           0.0055367,          0.00083532,             0.97567,             0.40452,             0.43205,             0.37401,            0.026001,            0.006779,            0.016613,           0.0071092,           0.0071092,           0.0071092
                 294,            0.018103,            0.005563,          0.00071137,             0.97299,              0.4068,             0.43228,             0.37387,            0.026005,           0.0067747,            0.016632,           0.0070993,           0.0070993,           0.0070993
                 295,             0.01747,           0.0053507,          0.00067015,             0.97394,              0.4061,             0.43249,             0.37403,            0.026003,            0.006774,            0.016636,           0.0070894,           0.0070894,           0.0070894
                 296,            0.017771,           0.0054458,           0.0010199,             0.97543,             0.40441,             0.43183,             0.37357,            0.026002,           0.0067727,            0.016637,           0.0070795,           0.0070795,           0.0070795
                 297,            0.017573,           0.0053987,          0.00075779,             0.97575,             0.40483,             0.43264,              0.3738,            0.025997,           0.0067735,            0.016631,           0.0070696,           0.0070696,           0.0070696
                 298,            0.017706,           0.0052521,          0.00066926,             0.97644,             0.40506,             0.43265,             0.37377,            0.025992,           0.0067743,            0.016621,           0.0070597,           0.0070597,           0.0070597
                 299,            0.017139,           0.0052051,          0.00053706,             0.97761,             0.40552,             0.43309,             0.37416,             0.02599,           0.0067744,            0.016621,           0.0070498,           0.0070498,           0.0070498
                 300,            0.017301,           0.0051795,          0.00068546,             0.97749,             0.40482,             0.43263,             0.37387,            0.025978,           0.0067781,            0.016631,           0.0070399,           0.0070399,           0.0070399
                 301,            0.018003,           0.0055237,          0.00088381,             0.97723,             0.40535,             0.43284,             0.37386,            0.025961,           0.0067827,            0.016623,             0.00703,             0.00703,             0.00703
