               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 302,            0.017401,           0.0053031,          0.00065307,             0.97753,              0.4054,             0.43297,             0.37402,            0.025959,           0.0067809,            0.016606,           0.0070201,           0.0070201,           0.0070201
                 303,            0.018287,           0.0056015,          0.00096091,             0.97749,             0.40515,             0.43264,             0.37405,            0.025959,           0.0067753,              0.0166,           0.0070102,           0.0070102,           0.0070102
                 304,            0.018006,           0.0055527,          0.00072304,             0.97816,             0.40474,             0.43274,             0.37404,            0.025954,           0.0067702,              0.0166,           0.0070003,           0.0070003,           0.0070003
                 305,            0.017513,           0.0053465,          0.00091969,             0.97862,             0.40445,             0.43289,             0.37441,            0.025948,           0.0067677,            0.016594,           0.0069904,           0.0069904,           0.0069904
                 306,            0.017572,           0.0054851,          0.00082201,             0.97755,             0.40542,              0.4329,             0.37449,            0.025932,           0.0067672,            0.016586,           0.0069805,           0.0069805,           0.0069805
                 307,            0.017064,           0.0052297,          0.00062327,             0.97847,             0.40438,             0.43263,             0.37446,            0.025929,           0.0067651,            0.016581,           0.0069706,           0.0069706,           0.0069706
                 308,            0.016842,           0.0053286,          0.00056106,             0.97672,             0.40612,             0.43288,             0.37467,            0.025929,           0.0067639,            0.016582,           0.0069607,           0.0069607,           0.0069607
                 309,             0.01698,           0.0053448,          0.00077054,             0.97713,             0.40576,             0.43287,              0.3746,            0.025928,           0.0067626,            0.016584,           0.0069508,           0.0069508,           0.0069508
                 310,             0.01746,            0.005443,          0.00066597,             0.97722,             0.40545,             0.43257,             0.37416,            0.025925,            0.006764,            0.016583,           0.0069409,           0.0069409,           0.0069409
                 311,            0.019104,           0.0060169,           0.0011679,             0.97703,             0.40429,             0.43174,             0.37319,            0.025909,            0.006762,            0.016578,            0.006931,            0.006931,            0.006931
                 312,            0.017478,           0.0055258,          0.00076326,              0.9767,             0.40452,             0.43149,             0.37343,            0.025895,           0.0067609,            0.016584,           0.0069211,           0.0069211,           0.0069211
                 313,            0.017624,           0.0054579,          0.00076553,             0.97727,             0.40342,             0.43104,             0.37342,            0.025886,           0.0067626,            0.016584,           0.0069112,           0.0069112,           0.0069112
                 314,            0.017524,           0.0055801,          0.00094638,             0.97807,             0.40297,             0.43128,             0.37413,            0.025877,           0.0067615,            0.016583,           0.0069013,           0.0069013,           0.0069013
                 315,             0.01742,           0.0052901,          0.00075367,             0.97814,             0.40292,             0.43165,             0.37408,            0.025874,           0.0067586,            0.016582,           0.0068914,           0.0068914,           0.0068914
                 316,            0.017546,           0.0053422,          0.00066575,             0.97817,             0.40326,             0.43181,             0.37433,             0.02587,           0.0067561,            0.016595,           0.0068815,           0.0068815,           0.0068815
                 317,            0.017441,           0.0055021,          0.00075676,             0.97838,             0.40282,             0.43118,             0.37418,            0.025874,           0.0067516,             0.01661,           0.0068716,           0.0068716,           0.0068716
                 318,            0.017568,            0.005294,          0.00067069,             0.97841,             0.40238,             0.43115,             0.37366,            0.025871,           0.0067483,            0.016621,           0.0068617,           0.0068617,           0.0068617
                 319,            0.016647,           0.0051681,          0.00062992,             0.97851,             0.40203,             0.43071,             0.37353,            0.025874,           0.0067482,            0.016619,           0.0068518,           0.0068518,           0.0068518
                 320,            0.017001,           0.0051084,          0.00062608,             0.97861,             0.40181,              0.4304,             0.37359,            0.025885,           0.0067463,            0.016611,           0.0068419,           0.0068419,           0.0068419
                 321,            0.017235,           0.0052297,          0.00059493,             0.97842,             0.40223,             0.43059,             0.37385,              0.0259,             0.00674,            0.016608,            0.006832,            0.006832,            0.006832
                 322,            0.016846,           0.0051525,          0.00067086,             0.97896,             0.40157,             0.43059,             0.37389,            0.025905,           0.0067372,            0.016612,           0.0068221,           0.0068221,           0.0068221
                 323,            0.016833,            0.005141,          0.00059558,             0.97819,             0.40202,             0.43062,             0.37391,             0.02591,           0.0067356,            0.016627,           0.0068122,           0.0068122,           0.0068122
                 324,            0.016706,           0.0051863,          0.00077643,             0.97799,             0.40238,              0.4309,             0.37465,            0.025913,            0.006733,            0.016648,           0.0068023,           0.0068023,           0.0068023
                 325,            0.016968,           0.0051481,          0.00062788,             0.97802,             0.40225,             0.43116,             0.37459,            0.025923,           0.0067293,            0.016649,           0.0067924,           0.0067924,           0.0067924
                 326,            0.016917,           0.0051237,          0.00062968,             0.97818,             0.40216,             0.43125,             0.37492,            0.025928,           0.0067237,            0.016656,           0.0067825,           0.0067825,           0.0067825
                 327,            0.017411,             0.00534,          0.00073068,             0.97054,             0.40657,             0.42976,             0.37357,            0.025933,           0.0067189,            0.016669,           0.0067726,           0.0067726,           0.0067726
                 328,            0.016486,           0.0050897,          0.00063756,             0.97079,             0.40665,             0.42975,             0.37361,            0.025931,           0.0067174,            0.016689,           0.0067627,           0.0067627,           0.0067627
                 329,            0.016501,           0.0051391,          0.00064453,             0.97676,             0.40172,             0.42963,             0.37344,            0.025936,           0.0067179,            0.016706,           0.0067528,           0.0067528,           0.0067528
                 330,            0.016814,           0.0051709,          0.00082243,             0.97727,             0.40169,             0.42964,             0.37374,            0.025942,           0.0067149,            0.016729,           0.0067429,           0.0067429,           0.0067429
                 331,            0.017155,           0.0052424,          0.00073754,             0.97733,             0.40232,             0.43013,             0.37417,            0.025941,           0.0067156,            0.016745,            0.006733,            0.006733,            0.006733
                 332,            0.016789,           0.0052159,          0.00068456,             0.97716,             0.40264,             0.43017,             0.37428,            0.025937,            0.006715,            0.016756,           0.0067231,           0.0067231,           0.0067231
                 333,            0.016773,           0.0051318,          0.00074083,             0.97709,             0.40256,             0.43041,              0.3741,             0.02594,            0.006714,            0.016772,           0.0067132,           0.0067132,           0.0067132
                 334,            0.017288,           0.0054028,          0.00084801,             0.97794,             0.40183,             0.43049,             0.37407,            0.025939,           0.0067129,            0.016789,           0.0067033,           0.0067033,           0.0067033
                 335,             0.01762,           0.0054211,          0.00073719,             0.97659,             0.40254,             0.43044,             0.37424,            0.025927,           0.0067157,            0.016805,           0.0066934,           0.0066934,           0.0066934
                 336,            0.017337,           0.0053094,          0.00078245,             0.97695,             0.40206,             0.43024,             0.37396,            0.025931,           0.0067125,            0.016812,           0.0066835,           0.0066835,           0.0066835
                 337,            0.017846,           0.0056316,          0.00093296,             0.97559,             0.40242,             0.42977,             0.37348,            0.025937,           0.0067095,            0.016828,           0.0066736,           0.0066736,           0.0066736
                 338,            0.018226,           0.0055985,          0.00099323,             0.97618,             0.40205,             0.42979,             0.37335,            0.025929,           0.0067075,            0.016853,           0.0066637,           0.0066637,           0.0066637
                 339,            0.017826,           0.0054762,           0.0009384,             0.97733,             0.40161,             0.43029,             0.37379,            0.025935,           0.0067067,            0.016872,           0.0066538,           0.0066538,           0.0066538
                 340,            0.017644,           0.0055219,          0.00080412,             0.97503,             0.40425,             0.43135,             0.37463,            0.025939,           0.0067072,            0.016874,           0.0066439,           0.0066439,           0.0066439
                 341,            0.016937,           0.0052624,          0.00065755,             0.97489,             0.40393,              0.4308,             0.37444,            0.025936,           0.0067107,            0.016887,            0.006634,            0.006634,            0.006634
                 342,            0.016478,           0.0049844,          0.00061368,             0.97437,             0.40441,             0.43083,             0.37471,            0.025938,           0.0067106,            0.016887,           0.0066241,           0.0066241,           0.0066241
                 343,             0.01628,           0.0051066,           0.0005683,             0.97481,             0.40361,             0.43072,             0.37512,            0.025931,           0.0067128,            0.016889,           0.0066142,           0.0066142,           0.0066142
                 344,            0.016485,           0.0050916,          0.00061216,             0.97687,             0.40277,             0.43159,             0.37578,            0.025931,           0.0067143,            0.016896,           0.0066043,           0.0066043,           0.0066043
                 345,            0.016322,           0.0049999,          0.00060588,             0.97847,             0.40195,             0.43191,             0.37634,            0.025937,           0.0067158,            0.016911,           0.0065944,           0.0065944,           0.0065944
                 346,            0.016142,           0.0048736,          0.00050786,             0.97824,              0.4029,             0.43242,             0.37673,            0.025939,           0.0067178,            0.016926,           0.0065845,           0.0065845,           0.0065845
                 347,             0.01652,           0.0050034,          0.00062695,             0.97864,             0.40263,             0.43231,             0.37645,            0.025939,           0.0067209,             0.01694,           0.0065746,           0.0065746,           0.0065746
                 348,            0.016516,           0.0053686,          0.00073165,             0.97807,             0.40252,             0.43195,             0.37584,            0.025944,           0.0067217,            0.016953,           0.0065647,           0.0065647,           0.0065647
                 349,            0.016581,           0.0052199,          0.00076042,             0.97845,              0.4023,             0.43206,             0.37626,            0.025951,           0.0067231,            0.016964,           0.0065548,           0.0065548,           0.0065548
                 350,            0.016609,           0.0051683,          0.00074945,             0.97879,             0.40226,             0.43186,             0.37648,            0.025953,           0.0067259,            0.016985,           0.0065449,           0.0065449,           0.0065449
                 351,            0.016559,           0.0050491,          0.00065491,             0.97866,             0.40293,             0.43252,             0.37668,            0.025955,           0.0067262,            0.017008,            0.006535,            0.006535,            0.006535
                 352,            0.016098,           0.0050562,          0.00054084,             0.97836,             0.40328,             0.43271,              0.3769,            0.025952,           0.0067283,            0.017026,           0.0065251,           0.0065251,           0.0065251
                 353,            0.016862,           0.0052426,          0.00079419,             0.97882,             0.40259,              0.4325,             0.37649,            0.025956,           0.0067307,            0.017029,           0.0065152,           0.0065152,           0.0065152
                 354,            0.018124,           0.0056225,           0.0012499,             0.97444,             0.40586,             0.43257,             0.37662,            0.025959,           0.0067276,            0.017027,           0.0065053,           0.0065053,           0.0065053
                 355,            0.016931,           0.0052131,          0.00079896,             0.97597,             0.40434,             0.43166,             0.37626,            0.025963,           0.0067267,             0.01702,           0.0064954,           0.0064954,           0.0064954
                 356,            0.016557,           0.0050566,          0.00068239,             0.97581,             0.40471,             0.43194,             0.37613,            0.025964,           0.0067267,            0.017019,           0.0064855,           0.0064855,           0.0064855
                 357,            0.016418,           0.0050456,           0.0005987,             0.97764,             0.40393,             0.43199,             0.37631,            0.025964,           0.0067279,             0.01702,           0.0064756,           0.0064756,           0.0064756
                 358,            0.016464,           0.0051168,          0.00063885,             0.97767,             0.40569,             0.43362,             0.37796,            0.025965,           0.0067283,            0.017013,           0.0064657,           0.0064657,           0.0064657
                 359,            0.017384,           0.0053133,          0.00094587,             0.97825,             0.40527,             0.43359,             0.37792,            0.025969,           0.0067244,            0.017003,           0.0064558,           0.0064558,           0.0064558
                 360,            0.016839,           0.0052085,          0.00082551,             0.97759,             0.40555,             0.43356,             0.37782,            0.025961,           0.0067247,            0.017003,           0.0064459,           0.0064459,           0.0064459
                 361,            0.016715,           0.0052795,          0.00079891,             0.97643,             0.40622,              0.4334,             0.37794,             0.02595,           0.0067273,            0.017001,            0.006436,            0.006436,            0.006436
                 362,            0.016521,           0.0051888,          0.00068886,             0.97602,             0.40615,             0.43318,             0.37752,            0.025943,           0.0067296,            0.016995,           0.0064261,           0.0064261,           0.0064261
                 363,            0.016941,            0.005306,          0.00071076,             0.97706,             0.40582,             0.43238,             0.37734,            0.025936,           0.0067301,            0.017008,           0.0064162,           0.0064162,           0.0064162
                 364,             0.01693,           0.0051241,          0.00062591,             0.97715,             0.40585,             0.43234,             0.37728,            0.025934,           0.0067329,            0.017028,           0.0064063,           0.0064063,           0.0064063
                 365,            0.017612,           0.0054147,          0.00096463,             0.97834,             0.40501,             0.43228,             0.37734,            0.025927,           0.0067349,            0.017033,           0.0063964,           0.0063964,           0.0063964
                 366,            0.017561,           0.0055091,          0.00086061,               0.978,             0.40597,             0.43308,             0.37812,            0.025917,           0.0067341,            0.017019,           0.0063865,           0.0063865,           0.0063865
                 367,            0.016916,           0.0051453,          0.00071451,             0.97816,              0.4055,             0.43294,               0.378,            0.025913,           0.0067349,            0.017004,           0.0063766,           0.0063766,           0.0063766
                 368,            0.016702,           0.0051445,           0.0006839,             0.97797,             0.40552,             0.43257,              0.3782,            0.025909,           0.0067371,            0.016993,           0.0063667,           0.0063667,           0.0063667
                 369,            0.016634,           0.0051359,          0.00073934,             0.97718,             0.40415,             0.43085,             0.37655,            0.025913,            0.006738,            0.016988,           0.0063568,           0.0063568,           0.0063568
                 370,            0.016405,           0.0049833,          0.00058734,             0.97835,             0.40325,             0.43081,             0.37659,            0.025908,            0.006738,            0.016986,           0.0063469,           0.0063469,           0.0063469
                 371,            0.016018,           0.0049444,          0.00067773,             0.97759,             0.40354,             0.43013,               0.376,            0.025903,           0.0067365,             0.01699,            0.006337,            0.006337,            0.006337
                 372,            0.016191,           0.0050994,          0.00061714,             0.97773,             0.40362,             0.43016,             0.37608,            0.025905,           0.0067327,            0.016993,           0.0063271,           0.0063271,           0.0063271
                 373,            0.016453,           0.0051585,           0.0006144,             0.97795,             0.40366,             0.43005,              0.3758,            0.025915,           0.0067267,            0.016995,           0.0063172,           0.0063172,           0.0063172
                 374,            0.017506,           0.0054092,           0.0010317,             0.97765,             0.40318,             0.43007,             0.37633,            0.025917,           0.0067247,            0.016991,           0.0063073,           0.0063073,           0.0063073
                 375,            0.017313,           0.0053656,          0.00090415,             0.97821,             0.40377,             0.43019,             0.37639,            0.025909,            0.006725,            0.016988,           0.0062974,           0.0062974,           0.0062974
                 376,            0.016453,           0.0051129,          0.00072398,             0.97835,             0.40409,             0.43089,             0.37685,            0.025905,            0.006728,             0.01697,           0.0062875,           0.0062875,           0.0062875
